index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
434,00434,img_1_1_0245(6125)_Scan_edit.jpg,00434.png,coastal landscape with shelter,landscape|ink wash|contrast,"A coastal landscape with a rocky shoreline and a wooden shelter in the foreground, viewed from a low angle. The ink wash technique uses bold, textured brush strokes to depict the rugged terrain and the shelter's structure, with varying ink densities creating depth and contrast. The sky is rendered with soft gradients, adding a serene yet dynamic atmosphere, landscape, ink wash, contrast, traditional ink wash painting",0.0
435,00435,img_1_1_0267(6474)_Scan_edit.jpg,00435.png,lighthouse and house,landscape|architecture|contrast,"A lighthouse and house are positioned on a rocky cliff, viewed from a low angle. The ink wash technique uses dense strokes for the rocks and lighter washes for the sky, creating a dramatic contrast. The lighthouse stands tall against a textured sky, evoking a serene yet isolated atmosphere, landscape, architecture, contrast, traditional ink wash painting",0.0
436,00436,img_2_1_0032(5454)_Scan_edit.jpg,00436.png,Three children,portrait|expressive|joyful,"Three children are depicted in close-up, centered in the composition, with expressive faces showing joy and excitement. The ink wash technique uses dense brush strokes for facial features, with subtle gradients creating depth and texture. The background is left as negative space, enhancing the focus on the subjects. The mood is lively and cheerful, portrait, expressive, joyful, traditional ink wash painting",0.0
437,00437,img_2_1_0335(1329)_Scan_edit.jpg,00437.png,young child sitting,detailed brushwork|soft gradients|monochrome,"A young child sits with knees drawn up, centered in the composition, viewed from the front. The ink wash technique uses fine, detailed brushwork for facial features and hair, with soft gradients on the clothing and skin. The monochrome palette captures a joyful and innocent atmosphere, with subtle shading enhancing the child's expression, detailed brushwork, soft gradients, monochrome, traditional ink wash painting",0.0
438,00438,img_3_1_0542(2762)_Scan_edit.jpg,00438.png,,,,0.0
439,00439,img_3_1_0034.p(3266)_Scan_edit.jpg,00439.png,Parrot with extended wing,ink wash|detailed brushwork|negative space,"A parrot perched on a branch with one wing extended, occupying the right side of the composition. The ink wash technique showcases detailed brush strokes for the feathers, with varying ink densities creating depth and texture. The use of negative space highlights the bird's form, evoking a lively and dynamic atmosphere, ink wash, detailed brushwork, negative space, traditional ink wash painting",0.0
440,00440,img_2_1_0121.p(5099)_Scan_edit.jpg,00440.png,,,,0.0
441,00441,img_1_1_0057(6128)_Scan_edit.jpg,00441.png,lakeside tree,serene|ink wash|negative space,"A serene lakeside scene with a leaning tree in the foreground, its branches extending over the water. The composition captures the tranquil atmosphere with soft, flowing brush strokes and varying ink densities to depict the tree's texture and the gentle ripples on the lake. The use of negative space enhances the calm mood, while subtle gradients suggest depth and distance, serene, ink wash, negative space, traditional ink wash painting",0.0
442,00442,img_1_1_0094.p(6735)_Scan_edit.jpg,00442.png,house in landscape,landscape|ink wash|serene,"A solitary house is nestled amidst a vast landscape, surrounded by sparse trees and rolling fields. The composition centers the house, with delicate brushwork capturing the texture of foliage and grass. Soft gradients of ink wash create depth in the sky and distant trees, evoking a serene and tranquil atmosphere, landscape, ink wash, serene, traditional ink wash painting",0.0
443,00443,img_3_1_0392.p(2972)_Scan_edit.jpg,00443.png,bird on branch,detailed|monochrome|tranquil,"A small bird perched on a branch, centrally placed with a side view. The ink wash technique uses fine, detailed brush strokes to capture the bird's feathers and texture, with a focus on line work and minimal shading. The composition is monochrome, emphasizing simplicity and tranquility, detailed, monochrome, tranquil, traditional ink wash painting",0.0
444,00444,img_3_1_0425(565)_Scan_edit.jpg,00444.png,camel with blanket,monochrome|textured strokes|serene,"A camel is depicted in profile view, positioned centrally, with its body adorned by a striped blanket. The brushwork varies from dense, textured strokes on the camel's fur to lighter, more fluid lines on the blanket. The monochrome ink creates a serene and contemplative atmosphere, emphasizing the camel's calm demeanor, monochrome, textured strokes, serene, traditional ink wash painting",0.0
445,00445,img_3_1_0658(3836)_Scan_edit.jpg,00445.png,vintage mechanical egg beater,monochrome|detailed|industrial,"The painting features a vintage mechanical egg beater, centrally placed with a side view. The artist uses dense, controlled brush strokes to capture the intricate details and metallic texture, with subtle gradients highlighting the curves and gears. The monochrome ink creates a nostalgic and industrial atmosphere, emphasizing the object's craftsmanship, monochrome, detailed, industrial, traditional ink wash painting",0.0
446,00446,img_1_1_0394(5424)_Scan_edit.jpg,00446.png,mountain landscape with road,landscape|brushwork|monochrome,"A mountain landscape with a road in the foreground, viewed from a low angle. The mountain is rendered with bold, sweeping brush strokes, creating a dynamic contrast with the softer, textured washes of the sky. The road leads the eye into the scene, emphasizing depth and perspective. The monochrome ink evokes a serene and contemplative atmosphere, landscape, brushwork, monochrome, traditional ink wash painting",0.0
447,00447,img_2_1_0166.p(1872)_Scan_edit.jpg,00447.png,,,,0.0
448,00448,img_3_1_0142.p(80)_Scan_edit.jpg,00448.png,classical guitar,monochrome|detailed|serene,"A classical guitar is depicted in a vertical composition, occupying the center of the frame. The artist uses precise, controlled brush strokes to capture the intricate details of the strings and frets, while softer washes convey the body’s curves. The monochrome ink creates a serene and contemplative atmosphere, emphasizing the guitar's elegant form, monochrome, detailed, serene, traditional ink wash painting",0.0
449,00449,img_1_1_0110(6338)_Scan_edit.jpg,00449.png,forest path with trees,ink wash|brushwork|light and shadow,"A serene forest path flanked by towering trees, viewed from a central perspective. The dense canopy is rendered with intricate brushwork, creating a textured interplay of light and shadow. The path is illuminated by soft washes of ink, guiding the eye through the tranquil scene. The atmosphere is calm and contemplative, ink wash, brushwork, light and shadow, traditional ink wash painting",0.0
450,00450,img_2_1_0023(4539)_Scan_edit.jpg,00450.png,,,,0.0
451,00451,img_1_1_0042(6141)_Scan_edit.jpg,00451.png,waterfalls and mountain,landscape|ink wash|tranquil,"A serene landscape featuring cascading waterfalls on the left, with a distant mountain rising on the right. The ink wash technique uses soft, flowing brush strokes for the water and textured lines for the mountain, creating a harmonious balance. The sky is rendered with light ink washes, adding a tranquil atmosphere, landscape, ink wash, tranquil, traditional ink wash painting",0.0
452,00452,img_3_1_0180.p(107)_Scan_edit.jpg,00452.png,bowl of eggs,minimalism|line work|monochrome,"A bowl filled with eggs is centrally placed, with one egg resting outside on a textured surface. The composition uses fine, delicate ink lines to define the eggs and bowl, while the surface is rendered with dense, cross-hatched strokes. The monochrome palette emphasizes simplicity and tranquility, minimalism, line work, monochrome, traditional ink wash painting",0.0
453,00453,img_2_1_0393(5161)_Scan_edit.jpg,00453.png,young girl portrait,portrait|ink wash|negative space,"A portrait of a young girl in three-quarter view, positioned slightly to the right. The ink wash technique uses soft, flowing brush strokes with varying ink densities to create delicate facial features and hair. The clothing is depicted with textured patterns, adding depth. The use of negative space enhances the serene and gentle atmosphere, portrait, ink wash, negative space, traditional ink wash painting",0.0
